307.65,0,8.6286,0,16.685,0,0,0,0,3.2594,66.333,0,30.177,10.855,3.4654,0,1.463,0,3.3724,9.4374,191.19,0,0,0,1.296
455.78,0,6.6993,25.587,0,1.0154,7.236,3.3695,0,0,119.66,5.8806,56.636,13.737,0,0,0,0,0,9.5646,328.97,0,0,0,0
491.41,0.15093,0,0,5.848,0,3.9855,0,0,5.9126,1.763,4.8659,0.24231,0,0,2.2214,0,0,10.264,76.209,1.586,0.80074,0,0,14.986
102.12,0,8.3291,0,34.767,0,2.4059,0,0.40587,0,24.386,1.4467,12.927,0.53176,0,0,0,0.3897,0,3.1529,68.935,0,0,0.55978,0.17825
13.342,0,0.12224,0.54363,0,1.2944,1.2093,0,0,4.148,0,2.4993,0.66356,0,0,0,5.4597,2.7076,1.6164,1.7261,0,1.2023,0,0,56.617
521.93,2.9227,31.779,73.523,48.9,8.8439,22.606,7.8889,3.9159,54.754,18.931,9.6527,2.1012,17.859,4.8163,13.154,18.241,2.4942,395.1,16.204,327.4,1.5053,0.19451,1.8648,0
593.6,0.9407,34.015,39.946,0,0,11.793,0,1.2343,1.7108,28.418,1.1807,0,7.197,1.8459,0.76948,132.87,0,4.4123,8.1456,362.56,1.4735,0,0,2.4415
494.48,0,4.9725,17.013,3.4952,0,0.31033,0,1.9225,1.287,68.827,0,11.766,2.7399,0,3.4239,53.266,2.4437,5.5797,3.5099,209.37,0.95868,0,0,0
424.89,30.345,0.71205,0.38877,0,31.037,3.0728,0,0,6.4636,0.9719,1.0338,7.5947,4.9139,0,1.4778,0,0,7.8172,10.482,2.2862,1.8046,11.855,0,10.68
579.79,0,0.32183,4.3796,0,0,3.6816,0,0,3.0342,0,3.1415,0,0,0.9631,0,0.35313,0,4.2647,208.45,0,0.984,0.20144,0,8.4747
303.29,0,5.4604,31.502,0,0,1.4314,0,0.23789,0,56.764,0,33.226,4.9039,0,0,0,0,7.406,15.61,340.36,0,0,1.2167,0
357.38,50.41,0,0.95297,0,31.286,1.921,0,0.74828,2.1886,0,0,10.376,0.12279,0,0,1.8416,0,2.4681,9.4023,6.2816,2.8743,7.2677,0.35979,17.802
543.02,2.6444,12.958,0,89.244,0,0,0,0,2.4389,27.6,0.22478,2.7483,6.9748,0,3.6201,72.731,0,2.6256,18.14,336.87,1.442,0,0,0
367.04,0,0,7.8064,7.7331,0,0,2.1354,0,0.41027,0,2.8197,1.8967,0,2.4562,1.5876,6.4141,0.95981,16.196,212.2,383.95,0,0,0,15.622
20.49,21.727,3.0539,0,0,1.9601,0,0,0,0,0.91591,0.82234,0,0.43435,0,0,0,0,0,0.74295,0,0,0,0,26.81
362.69,0.78544,33.496,6.2487,0,2.6779,2.5019,0,0,0,72.19,5.8401,46.94,3.8674,1.209,0,95.376,0.06424,20.367,10.51,194.53,0.070189,0,0,0
20.019,0,0.097738,18.34,0.15769,0,5.0966,4.1011,0,0,19.41,0,0,0.38771,0,3.0816,0,1.0196,0.59384,0,13.702,0.68641,0,0,0
89.209,0.5769,22.088,0,0,0,0.50809,0,0,0.26043,0.62938,0,0,3.427,0,0,6.3259,0,0.94727,6.013,22.181,0.021571,0,0,0
127.23,0.32768,0,2.9731,0.99341,0,7.2095,1.6939,0,19.353,0,16.546,0,0,0,0.8022,2.753,0,2.6835,10.668,8.1389,2.2432,30.332,0,12.319
12.992,0.37597,3.1776,7.4143,11.959,1.8302,0,3.2253,2.6675,24.925,0,7.6442,1.4918,1.3387,0,3.2122,3.0211,4.9989,69.393,15.106,0,0,0,1.8586,0
181.82,0,0,26.783,0,0,12.518,0.45073,0,0,45.788,0,3.4035,2.4192,0,1.1319,37.065,1.5078,0.23492,0,57.72,0.33658,0,0,0
433.22,3.4289,16.221,26.913,479.89,5.7971,4.7255,3.0416,0,1.4315,119.32,3.9016,64.269,7.1612,0,6.0437,2.0895,0,51.754,10.741,308.53,0,0,0,0
66.761,2.1767,11.525,12.145,0.7532,0,0,0,0,0.088967,0.61884,0,0.99264,3.6398,0,0,2.3182,0.73007,0,0,5.7908,0,0,0,1.2476
349.38,0,6.7743,22.63,1.5438,0,3.5683,3.5559,0,0.51701,85.438,0,39.296,0.18968,0.010562,0.32229,0,5.0432,1.4898,10.296,205.1,0.74221,0.29252,0,0
564.79,0,28.85,58.521,5.2305,3.5039,2.9803,0.7292,0,3.9232,0,3.8764,1.0947,0,0,0,28.466,0,4.0579,7.7807,342.19,0.35902,7.7823,1.4818,0
253.85,2.9148,18.921,39.585,0,0.055584,2.6888,0,0,1.7128,56.161,0,1.6253,0,1.4214,1.3476,19.196,0,8.7323,23.394,289.03,0,1.337,1.7504,0
64.744,13.808,0,0.33335,0,7.354,0,0,0,0,0,0,0,0,0,0.081832,0,0,0,0,0,2.3438,5.9718,0.727,35.533
492.55,0,1.7488,21.634,1.2083,0,10.566,2.6358,0.38898,0,0.35002,4.7909,0,0.62033,0.78077,7.3312,100.04,8.4577,6.4198,151.32,177,0,0,1.554,0.50166
106.54,1.6298,5.1492,8.8253,0,0.52799,1.5595,0,0,0.66751,0.59444,6.5166,1.9112,2.3484,2.0217,0.36281,0,0.66196,0.12991,2.1254,36.13,1.3769,0,0,17.572
61.753,0,18.278,0.90743,63.183,0,1.3065,0,0,0,33.375,0,0,1.7637,0,1.0097,0,0,0,0,12.689,0,2.3636,0,0
38.168,24.127,0.4134,0,1.7513,8.7216,3.9814,0,0,1.4369,0,0,0.40819,0,0,0,0,0,2.6196,0,0,4.8573,24.833,0,31.437
20.061,1.5456,0,0,2.6149,0.67439,0,0,1.5786,0.13661,0,0,0.32871,6.4671,0,1.6927,0,0,0,0,0,0,0,0,3.219
101.87,2.013,2.392,0.78176,1.8945,0,23.621,0,1.3577,0,0.95779,6.7534,2.2184,0,0.53248,0,2.7326,0,0,0.37279,0,0.98038,9.4068,1.8306,17.355
86.369,2.5038,0,22.603,4.5192,0,2.8307,6.433,0,0,30.157,4.2098,8.9951,3.3027,0,0,15.01,0,55.581,15.73,21.686,0.27626,0,1.1086,4.9711
643.51,0,33.623,0,105.82,1.0232,7.4533,3.3955,0,0,72.849,0,2.8317,5.8067,5.0761,1.4541,30.159,0.992,0,34.892,243.67,2.4464,0.96693,0,6.6638
943.02,0,17.715,0.4773,108.92,0.68579,6.7001,0,0,0.83681,18.502,0,0,3.0623,0.033348,1.4822,10.985,0,4.8427,14.354,349.04,0,0,1.828,0
565.98,0,7.8018,52.586,2.3598,2.3077,0,0,0,2.4945,133.88,0,5.157,15.819,2.4073,0,127.61,0,9.9953,5.676,453.42,0.48732,0.84926,0,0
303.97,2.9176,11.928,21.429,2.9193,0.87066,0.57938,0.97646,0,0,87.527,1.0117,30.557,5.8472,0.77255,0,1.0183,0,3.9754,5.5189,251.97,0,0,0,2.9898
548.4,0.6183,30.303,0.26028,94.194,0,3.4665,0,0,0,80.448,1.7841,10.096,0.41454,0.76905,0.23349,2.5964,0,8.1261,14.002,282.5,0.79731,0.087324,0.8341,0.60459
161.88,43.642,1.3593,1.4408,1.7274,12.271,4.6378,0,0.87196,0.74034,0,0,15.188,0,0.10656,0,1.4878,2.7956,0,7.4882,0,0.57104,10.026,0,15.417
44.909,0.21663,14.459,0,5.4372,0.31356,7.9051,0,0,0,1.1227,1.5594,1.1828,0,0,0.15375,9.0926,0.68664,0,0.47151,22.094,0,0,0,0
659.89,1.4551,25.108,0,98.231,6.749,11.337,0,0.17647,2.0617,30.251,1.4359,3.8461,7.1613,3.0238,5.1692,52.737,0,17.356,25.92,518.59,0.36434,5.0718,2.1789,13.416
13.797,2.1253,4.3843,15.555,6.3096,0,0,7.9317,0,229.17,5.9891,0.76281,0,1.397,0,0,0,0,12.746,4.0938,26.517,0,0,0,0
33.713,0,0,0.16551,0,0,1.3681,0,0,0,0,0,0,1.6087,0,0,0,2.0666,3.0824,0.97495,3.5144,0,0,0,6.2062
533.64,0,14.728,0.29214,48.655,0,4.8336,0,0,6.6591,15.443,0.18673,0,1.1493,0,2.4088,8.9537,0.24599,0,13.505,196.08,0,0.1288,0,0.78207
67.856,47.168,4.2787,0.12906,0.62071,5.4115,0.87048,0,0,0,0,0,5.5909,1.1822,0,0.809,0,0.45355,2.4418,0,1.2732,0,4.9969,0,7.0496
388.17,0,1.9672,23.678,19.22,7.8111,6.761,0,3.6985,48.384,81.25,5.8704,33.998,16.989,2.0183,7.9557,0,1.7372,169.53,29.482,246.5,0.28389,1.5385,2.3677,0
474.82,0,8.2559,58.275,35.685,5.3067,14.684,16.412,13.697,3027.8,76.282,1.8403,3.099,0,7.1936,6.9321,1.0054,4.833,136.82,47.755,80.888,0,2.6633,0.28013,2.3472
195.95,0,6.361,0,3.5292,2.3158,5.8853,0,0,1.8296,0.8212,3.2961,1.4022,0,0.831,3.0609,0,0,8.3298,23.145,0,0.16383,3.7902,0,0.40571
401.57,0,21.702,19.545,3.7048,0,0.8089,1.8588,0,11.403,131.62,0.88043,19.483,12.223,1.2625,0.15468,4.5527,0,6.6633,8.5683,344.56,0,0,0,0
414.19,0,24.321,25.89,4.821,0,10.095,7.8331,0,1.9747,0,4.3978,0.65619,11.502,2.557,0,62.256,1.8791,3.9712,3.5274,103.19,0.013316,0,0,0
