88.669,61.325,0,0,0,100.04,0.77822,0,0,2.3178,0,0,0,0,0,0,0.37763,0,0,0,2.4152,0.6891,0.68318,0,27.051
76.829,0.095282,0,2.6447,5.0477,0,2.0502,0,2.5866,0,0,20.364,0,0,9.7273,0.59047,0,3.8828,6.5575,8.7526,2.5923,0,9.0688,0,9.6112
283.16,0,0,1.4147,0,0,10.636,0,0,0.6097,0,90.147,0.23724,3.8418,6.8927,10.945,0,0,4.6241,23.214,2.4728,1.1005,0.008027,0,27.925
89.257,6.6061,0,1.5041,11.881,0,9.5995,2.5804,0.29071,2.2944,0.25465,50.815,0,0,1.3262,6.1535,6.9303,0,39.629,13.319,0,2.0843,10.39,0.12705,25.849
481.64,0,0.086168,0,1.7326,0.1416,7.4817,0.49152,0,1.0925,0,0.013634,0,2.6055,0,2.7434,0.68879,0.25769,31.223,25.921,8.6084,0.019908,22.156,0,10.025
157.75,0,24.571,42.308,0.72413,2.1012,16.537,1.7322,0.20616,3.4986,0.24158,4.1622,0.12595,4.1652,0.16657,0,82.917,2.2069,1.1165,6.7585,44.566,0,0.011787,2.781,0
420.01,0,0,0.52582,0,0,6.2032,0,1.9399,1.2542,0,5.5081,0,3.4838,0,0.53433,4.8281,1.9,9.6583,14.511,1.944,0,0,0,0
72.334,0,0,4.1487,0.65983,0.80732,20.371,1.2167,2.1854,0.12383,0,28.146,3.8982,0.37056,0,0,4.7196,0,0,8.7091,0,4.0438,10.032,0.65509,68.158
166.07,0,0,0,0,0,4.733,0,0.21649,0,0,34.555,0,0.83583,3.4602,0.79505,12.511,0,9.5125,6.2404,9.6896,0,11.646,0,42.116
114.23,0.17461,0.91707,0,2.8026,0.96063,0.73339,0.95117,0,0,2.9654,1.5022,0.32806,0.31948,0,1.0072,1.798,0,5.5085,0,4.2217,4.3468,5.8334,1.7778,420.09
16.968,1.0975,3.2629,1.862,3.5894,0,4.6611,0,0,0,0,2.8097,2.6342,0,0,0,0,0,0.38621,5.3378,0,0.72807,3.3841,0,38.413
57.114,1.3434,1.5672,3.8703,1.4377,0.81779,25.678,0,0,0,2.5303,51.296,0,0,0,1.2047,0,0,2.883,9.9729,0,0.63357,2.8331,1.8755,22.622
596.33,0,27.179,64.72,66.779,7.106,14.077,14.226,11.323,31.534,133.73,16.33,39.321,32.741,8.7868,17.244,1.6186,4.4119,310.87,66.091,421.86,3.9184,0,0.8855,0
366.67,0.083467,0,7.7047,18.57,0.89447,5.9642,0.78207,3.7179,5.3908,5.0139,72.889,0,0,6.4013,1.764,18.669,0,62.148,21.125,11.211,2.9372,8.3501,0.62766,61.005
496.1,0,0,4.9556,0,0,15.586,2.3335,5.3114,11.871,0,85.841,0,0,0,5.2928,7.8242,1.2743,14.433,23.452,0,13.717,55.299,0.35317,105.3
84.307,0,1.6248,0,0,4.4827,11.986,0.34144,0,4.442,0,9.6684,0,1.752,0,0,0,2.178,8.5353,147.79,0,0.30092,0,0,10.038
42.996,5.2064,0,10.467,8.4545,9.079,18.004,0.098064,3.2789,76.973,2.2,3.2621,0.19686,0.028188,1.6956,3.7503,13.219,0,61.309,23.496,0.47577,0,0,0,5.0174
244.19,0,0,1.8953,0.028327,0,3.2078,0,1.538,5.5915,0,46.147,0,0,2.1339,2.8896,44.389,1.5856,15.29,12.85,0,1.8952,13.394,0.5415,57.132
159.36,0,0,0,0,0,2.679,0.33207,0,1.1516,0,23.29,0,0,0,5.8992,15.007,0,2.7396,26.981,0,1.2659,1.0784,0,27.072
216.68,0,0,6.3687,0.61024,0,19.609,0,0,2.2602,5.0708,31.469,0,7.185,0.2347,13.374,5.1869,0,31.721,22.009,2.3598,1.8792,4.9169,0,21.447
30.299,1.8199,0,2.5726,0.9858,0,3.0372,0.75987,0,8.1706,0,1.0314,0,0,0,0,2.0251,0,0,1.523,0,0,3.4265,0,83.449
11.533,0,0,1.3342,0,0,3.9237,0.64789,0,0,0,1.84,0.94972,0,0,0.16899,0,0,0,0,0,0,0,0,48.817
84.746,0,1.1274,0.60293,0.46178,0,2.3054,1.7909,0,0,0.054541,21.843,0,0,4.2735,0.046696,10.658,0.28669,0,5.6354,0,5.5904,3.9946,0,71.567
448.31,4.8126,1.5556,18.93,19.196,6.7581,15.409,18.692,0.022691,20.265,4.1863,21.414,3.6073,1.1517,2.0928,2.7873,6.1682,0.19451,221.59,16.481,3.0248,3.3951,30.026,3.382,22.859
371.67,0,0.9913,8.6684,21.867,0,5.6659,1.9259,4.7827,4.7484,1.739,127.3,3.9282,5.8466,2.1493,14.584,44.813,6.1947,96.146,30.901,6.2082,3.3147,5.3818,0,66.586
126.34,0.82919,0.17904,0,0,0,12.003,0,0,0,0,0.36245,1.208,0.060063,0,0,0,0,0,130.12,0,0.53776,0,0,0
179.69,1.8369,0,8.2791,0,0.24137,15.758,0,0,0,0.37639,25.165,2.8796,0.92329,6.1955,3.4791,8.9597,0,9.4492,10.174,0,2.6035,14.402,0.98115,67.601
